[Input ID],Gene_desc,Score,Ratio H/L normalized,Intensity,logint,logRatio,[source_id],[Product Description],[# TM Domains],[SignalP Peptide]2
Tb927.9.2620,"gene_product=Domain of unknown function (DUF4460), putative",12.625,1.0161,528770,13.17830883,0.023042393,Tb927.9.2620:mRNA,"Domain of unknown function (DUF4460), putative",0,0
Tb927.7.7030,"gene_product=zinc-finger of a C2HC-type, putative",6.764,1.0159,2281100,14.64016834,0.022758398,Tb927.7.7030:mRNA,"zinc-finger of a C2HC-type, putative",0,0
Tb927.9.5690,"gene_product=60S acidic ribosomal protein, putative",26.787,1.0153,252090,12.43754145,0.021906077,Tb927.9.5690:mRNA,"60S acidic ribosomal protein, putative",0,1
Tb927.1.4100,gene_product=cytochrome oxidase subunit IV,28.299,1.0152,5729700,15.56117373,0.021763974,Tb927.1.4100:mRNA,cytochrome oxidase subunit IV,0,1
Tb927.2.3160,"gene_product=Gar1/Naf1 RNA binding region, putative",10.415,1.0147,1545700,14.25098744,0.021053252,Tb927.2.3160:mRNA,"Gar1/Naf1 RNA binding region, putative",0,0
Tb927.3.2440,gene_product=AGC essential kinase 1,44.914,1.0146,2978400,14.9068968,0.020911066,Tb927.3.2440:mRNA,AGC essential kinase 1,0,0
Tb927.10.10310,"gene_product=hypothetical protein, conserved",4.6767,1.0144,181550,12.10928638,0.020626651,Tb927.10.10310:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.5050,"gene_product=fumarate hydratase, class I",62.571,1.0143,4162000,15.24150629,0.020484422,Tb927.11.5050:mRNA,"fumarate hydratase, class I",0,0
Tb927.10.4240,"gene_product=hypothetical protein, conserved",5.5995,1.0141,825200,13.62338106,0.020199923,Tb927.10.4240:mRNA,"hypothetical protein, conserved",1,0
Tb927.7.2070,"gene_product=heat shock protein DNAJ, putative",15.37,1.0136,3973700,15.19520821,0.01948843,Tb927.7.2070:mRNA,"heat shock protein DNAJ, putative",0,0
Tb927.11.6350,"gene_product=AAA ATPase, putative",10.483,1.0132,2657600,14.79293402,0.018918982,Tb927.11.6350:mRNA,"AAA ATPase, putative",0,0
Tb927.3.3270,"gene_product=ATP-dependent 6-phosphofructokinase, glycosomal",77.003,1.0131,5601500,15.53854498,0.018776585,Tb927.3.3270:mRNA,"ATP-dependent 6-phosphofructokinase, glycosomal",0,0
Tb927.9.15060,"gene_product=rRNA processing protein, putative",7.4436,1.0129,439550,12.99350676,0.018491749,Tb927.9.15060:mRNA,"rRNA processing protein, putative",0,0
Tb927.5.4380,"gene_product=kinetoplastid-specific phospho-protein phosphatase, putative",95.512,1.0128,4443600,15.30697542,0.01834931,Tb927.5.4380:mRNA,"kinetoplastid-specific phospho-protein phosphatase, putative",0,0
Tb927.7.5210,"gene_product=Putative Phosphatase/Protein of unknown function DUF89, putative",33.863,1.0123,8048900,15.90104599,0.017636903,Tb927.7.5210:mRNA,"Putative Phosphatase/Protein of unknown function DUF89, putative",0,0
Tb927.9.6650,"gene_product=tRNA synthetases class II (A)/Threonyl and Alanyl tRNA synthetase second additional domain containing protein, putative",8.5988,1.0118,3316700,15.01448087,0.016924144,Tb927.9.6650:mRNA,"tRNA synthetases class II (A)/Threonyl and Alanyl tRNA synthetase second additional domain containing protein, putative",0,0
Tb927.8.5420,"gene_product=methyltransferase domain containing protein, putative",2.6353,1.0117,371370,12.82495415,0.01678155,Tb927.8.5420:mRNA,"methyltransferase domain containing protein, putative",1,1
Tb927.7.2140,"gene_product=zinc finger protein family member, putative",13.641,1.0116,15932000,16.58384022,0.016638942,Tb927.7.2140:mRNA,"zinc finger protein family member, putative",0,0
Tb927.10.11480,"gene_product=hypothetical protein, conserved",3.4419,1.0116,300830,12.6143006,0.016638942,Tb927.10.11480:mRNA,"hypothetical protein, conserved",0,1
Tb927.10.12990,gene_product=predicted ankyrin repeat family protein,69.35,1.0111,17954000,16.70332349,0.01592569,Tb927.10.12990:mRNA,predicted ankyrin repeat family protein,0,0
Tb927.11.10950,"gene_product=DnaJ domain containing protein, putative",30.624,1.0095,1428000,14.17178542,0.013640911,Tb927.11.10950:mRNA,"DnaJ domain containing protein, putative",0,0
Tb927.7.3040,gene_product=F-box and WD40 domain containing protein,49.902,1.0093,5902000,15.59080183,0.013355059,Tb927.7.3040:mRNA,F-box and WD40 domain containing protein,0,0
Tb927.8.920,"gene_product=ubiquitin-conjugating enzyme E2, putative",5.6288,1.0093,712540,13.47659133,0.013355059,Tb927.8.920:mRNA,"ubiquitin-conjugating enzyme E2, putative",0,0
Tb927.10.3260,"gene_product=Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5), putative",31.009,1.0091,1646800,14.31434457,0.01306915,Tb927.10.3260:mRNA,"Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5), putative",0,0
Tb927.6.4740,"gene_product=importin-alpha re-exporter protein, putative",16.714,1.0079,1560200,14.26032458,0.011352507,Tb927.6.4740:mRNA,"importin-alpha re-exporter protein, putative",0,0
Tb927.9.13380,gene_product=Autophagy-related protein 24,28.51,1.0076,2798400,14.84455838,0.010923027,Tb927.9.13380:mRNA,Autophagy-related protein 24,0,0
Tb927.2.2520,gene_product=Mitochondrial outer membrane protein porin 2,7.9937,1.0075,5932900,15.59602369,0.010779839,Tb927.2.2520:mRNA,Mitochondrial outer membrane protein porin 2,0,0
Tb927.7.800,gene_product=mitochondrial RNA binding complex 1 subunit,18.005,1.0074,1642600,14.31179091,0.010636636,Tb927.7.800:mRNA,mitochondrial RNA binding complex 1 subunit,0,0
Tb927.1.2390,gene_product=beta tubulin,216.24,1.0069,219100000,19.2050388,0.00992041,Tb927.1.2390:mRNA,beta tubulin,0,0
Tb927.4.4910,"gene_product=3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative",17.108,1.0064,2830600,14.85599926,0.009203827,Tb927.4.4910.1:mRNA,"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative",2,1
Tb927.7.460,gene_product=protein farnesyltransferase beta subunit,4.8892,1.0064,1694000,14.34260315,0.009203827,Tb927.7.460:mRNA,protein farnesyltransferase beta subunit,0,0
Tb927.10.2260,"gene_product=Ubiquitin family, putative",11.416,1.0062,1442000,14.1815416,0.008917095,Tb927.10.2260:mRNA,"Ubiquitin family, putative",0,0
Tb927.11.4900,gene_product=WD40/YVTN repeat-like-containing protein,21.267,1.006,15312000,16.54414739,0.008630305,Tb927.11.4900:mRNA,WD40/YVTN repeat-like-containing protein,0,0
Tb927.11.6010,"gene_product=conserved protein, unknown function",7.1171,1.0058,570390,13.25407562,0.008343459,Tb927.11.6010:mRNA,"conserved protein, unknown function",0,0
Tb927.6.4980,gene_product=40S ribosomal protein S14,33.476,1.0057,64728000,17.98570443,0.008200014,Tb927.6.4980:mRNA,40S ribosomal protein S14,0,0
Tb927.5.2100,"gene_product=RNA-binding protein, putative",5.4852,1.0055,442360,12.99987931,0.007913082,Tb927.5.2100:mRNA,"RNA-binding protein, putative",0,1
Tb927.10.9890,"gene_product=hypothetical protein, conserved",78.242,1.0053,3223700,14.98604033,0.007626092,Tb927.10.9890:mRNA,"hypothetical protein, conserved",0,0
Tb927.4.2080,gene_product=Coiled-coil and C2 domain-containing protein,10.21,1.0052,875950,13.68306429,0.007482576,Tb927.4.2080:mRNA,Coiled-coil and C2 domain-containing protein,0,0
Tb927.9.10770,gene_product=polyadenylate-binding protein 2,173.55,1.0052,104680000,18.46641864,0.007482576,Tb927.9.10770:mRNA,polyadenylate-binding protein 2,0,0
Tb927.10.5480,"gene_product=60S ribosomal protein L24, putative",27.974,1.0051,1085700,13.8977355,0.007339046,Tb927.10.5480:mRNA,"60S ribosomal protein L24, putative",0,0
Tb927.6.1080,"gene_product=hydroxyacylglutathione hydrolase, putative",27.663,1.0049,13175000,16.39383165,0.007051943,Tb927.6.1080:mRNA,"hydroxyacylglutathione hydrolase, putative",0,0
Tb927.4.450,"gene_product=coatomer alpha subunit, putative",35.743,1.0045,3084400,14.94186771,0.006477564,Tb927.4.450:mRNA,"coatomer alpha subunit, putative",0,0
Tb927.10.4430,gene_product=pumillo RNA binding protein PUF1,67.702,1.0043,2615900,14.77711876,0.006190289,Tb927.10.4430:mRNA,pumillo RNA binding protein PUF1,0,0
Tb927.5.1340,"gene_product=pre-mRNA splicing factor, putative",7.3501,1.0043,840980,13.64232316,0.006190289,Tb927.5.1340:mRNA,"pre-mRNA splicing factor, putative",0,0
Tb927.4.410,gene_product=CAF 40,3.7139,1.0034,322860,12.68497407,0.004896843,Tb927.4.410:mRNA,CAF 40,0,0
Tb927.10.16120,gene_product=inosine-5'-monophosphate dehydrogenase,37.655,1.0034,9251800,16.04032869,0.004896843,Tb927.10.16120:mRNA,inosine-5'-monophosphate dehydrogenase,0,0
Tb927.2.4400,"gene_product=hypothetical protein, conserved",23.189,1.0028,3971300,15.19460405,0.004033901,Tb927.2.4400:mRNA,"SSU ribosomal protein, mitochondrial, putative",0,0
Tb927.11.14330,"gene_product=HECT-domain (ubiquitin-transferase), putative",22.931,1.0028,1974600,14.4958764,0.004033901,Tb927.11.14330:mRNA,"HECT-domain (ubiquitin-transferase), putative",0,0
Tb927.10.3170,"gene_product=ABC transporter, putative",31.596,1.002,4044800,15.21294266,0.002882509,Tb927.10.3170:mRNA,"ABC transporter, putative",0,0
Tb927.10.6190,"gene_product=aldehyde dehydrogenase, putative",40.913,1.0019,1322900,14.09533685,0.00273852,Tb927.10.6190:mRNA,"aldehyde dehydrogenase, putative",0,0
Tb927.10.13720,"gene_product=RNA-binding protein 29, putative",16.414,1.0017,13002000,16.38061375,0.002450499,Tb927.10.13720:mRNA,"RNA-binding protein 29, putative",0,0
Tb927.10.8720,"gene_product=CCR4-NOT transcription complex subunit 10, putative",68.989,1.0013,4951500,15.41520112,0.001874286,Tb927.10.8720:mRNA,"CCR4-NOT transcription complex subunit 10, putative",0,0
Tb927.6.1440,"gene_product=hypothetical protein, conserved",32.12,1.0013,965930,13.78084665,0.001874286,Tb927.6.1440:mRNA,"LSU ribosomal protein, mitochondrial, putative",0,0
Tb927.11.4540,gene_product=Nucleoporin NUP48,4.908,1.0012,553220,13.22351103,0.001730196,Tb927.11.4540:mRNA,Nucleoporin NUP48,0,0
Tb927.8.900,gene_product=splicing factor TSR1,29.384,1.0011,17187000,16.65966384,0.001586092,Tb927.8.900:mRNA,splicing factor TSR1,0,0
Tb927.1.1730,"gene_product=Polyadenylation mediator complex protein PAMC1, putative",11.917,1.0008,2217200,14.6117557,0.001153695,Tb927.1.1730:mRNA,"Polyadenylation mediator complex protein PAMC1, putative",0,0
Tb927.5.2930,"gene_product=Mitochondrial ATP synthase subunit, putative",61.755,1.0007,11160000,16.22784651,0.001009533,Tb927.5.2930:mRNA,"Mitochondrial ATP synthase subunit, putative",0,0
Tb927.10.14530,gene_product=19S proteasome non-atpase subunit 8,52.892,1.0006,4737000,15.37091458,0.000865357,Tb927.10.14530:mRNA,19S proteasome non-atpase subunit 8,0,0
Tb927.11.7685,gene_product=ribosomal protein S10p/S20,6.594,1.0004,6121100,15.62725238,0.000576963,Tb927.11.7685:mRNA,ribosomal protein S10p/S20,0,0
Tb927.7.3050,"gene_product=hypothetical protein, conserved",7.9543,1.0002,1262000,14.04820832,0.00028851,Tb927.7.3050:mRNA,"Mitochondrial SSU ribosomal protein, putative",0,0
Tb927.9.6070,"gene_product=40S ribosomal protein S3, putative",16.745,0.99984,18251000,16.71973043,-0.00023085,Tb927.9.6070:mRNA,"40S ribosomal protein S3, putative",0,0
Tb927.7.5110,"gene_product=hypothetical protein, conserved",14.783,0.99951,1316500,14.09048726,-0.000707094,Tb927.7.5110:mRNA,"hypothetical protein, conserved",0,0
Tb11.v5.0831,"gene_product=kinesin motor domain containing protein, putative",42.869,0.99875,11367000,16.24622498,-0.001804497,Tb11.v5.0831.1,"kinesin motor domain containing protein, putative",0,0
Tb927.5.1790,"gene_product=hypothetical protein, conserved",7.0117,0.99854,1287200,14.06797987,-0.002107874,Tb927.5.1790:mRNA,"Mitochondrial SSU ribosomal protein, putative",0,0
Tb927.6.1190,"gene_product=Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative",28.769,0.99752,2535400,14.74586197,-0.003582328,Tb927.6.1190:mRNA,"Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative",0,0
Tb927.6.1560,"gene_product=hypothetical protein, conserved",11.597,0.99743,927560,13.74031276,-0.003712499,Tb927.6.1560:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.8850,"gene_product=A distinct subfamily of CDD/CDA-like deaminases, putative",6.6795,0.9973,464230,13.0481354,-0.003900545,Tb927.10.8850:mRNA,"A distinct subfamily of CDD/CDA-like deaminases, putative",0,0
Tb927.10.1730,"gene_product=Polyadenylation mediator complex protein PAMC3, putative",5.4159,0.99722,1844800,14.42788143,-0.004016277,Tb927.10.1730:mRNA,"Polyadenylation mediator complex protein PAMC3, putative",0,0
Tb927.11.9640,"gene_product=glycyl-tRNA synthetase, putative",9.2498,0.99708,1284400,14.06580224,-0.004218832,Tb927.11.9640:mRNA,"glycyl-tRNA synthetase, putative",0,0
Tb927.10.11600,"gene_product=hypothetical protein, conserved",9.7571,0.99685,1604300,14.28819808,-0.004551662,Tb927.10.11600:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.8970,"gene_product=ribose 5-phosphate isomerase, putative",13.992,0.99662,3540600,15.07980676,-0.004884569,Tb927.11.8970:mRNA,"ribose 5-phosphate isomerase, putative",0,0
Tb927.10.14320,gene_product=Flagellum attachment zone protein 9,1.9595,0.99628,606270,13.31508071,-0.005376833,Tb927.10.14320:mRNA,Flagellum attachment zone protein 9,0,1
Tb927.6.720,"gene_product=40S ribosomal protein L14, putative",13.656,0.99623,4442900,15.30681787,-0.005449239,Tb927.6.720:mRNA,"40S ribosomal protein L14, putative",0,0
Tb927.1.5000,"gene_product=hypothetical protein, conserved",12.881,0.99576,492460,13.10716852,-0.006130032,Tb927.1.5000:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.2630,gene_product=kinesin-C,5.7764,0.99572,1379600,14.13730416,-0.006187987,Tb927.8.2630:mRNA,kinesin-C,0,0
Tb927.11.3320,"gene_product=ras-like small GTPase, putative",8.3367,0.99543,2368700,14.67785184,-0.006608228,Tb927.11.3320.1:mRNA,"ras-like small GTPase, putative",0,0
Tb927.11.3970,"gene_product=hypothetical protein, conserved",15.011,0.99531,922360,13.73469088,-0.006782156,Tb927.11.3970:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.10770,"gene_product=VHS domain containing protein, putative",7.3432,0.99484,1545100,14.25059919,-0.007463579,Tb927.11.10770:mRNA,"VHS domain containing protein, putative",0,0
Tb927.3.5240,"gene_product=hypothetical protein, conserved",26.612,0.99427,2272900,14.63656711,-0.008290417,Tb927.3.5240:mRNA,kinetoplast ribosomal PPR-repeat containing protein 8,0,0
Tb927.9.14370,"gene_product=60S ribosomal protein L26, putative",2.8724,0.99427,665200,13.40784303,-0.008290417,Tb927.9.14370:mRNA,"60S ribosomal protein L26, putative",0,0
Tb927.3.3940,"gene_product=RNA-binding protein, putative",21.366,0.99419,3150800,14.96316695,-0.008406503,Tb927.3.3940:mRNA,"RNA-binding protein, putative",0,0
Tb11.v5.0732,"gene_product=hexokinase, putative",6.3606,0.99418,788070,13.5773422,-0.008421014,Tb11.v5.0732.1,"hexokinase, putative",0,0
Tb927.6.2550,"gene_product=RNA-binding protein, putative",46.88,0.99412,7225400,15.79311315,-0.008508085,Tb927.6.2550:mRNA,"RNA-binding protein, putative",0,0
Tb927.11.1540,"gene_product=isovaleryl-coA dehydrogenase, putative",27.644,0.99328,2467600,14.71875658,-0.009727632,Tb927.11.1540:mRNA,"isovaleryl-coA dehydrogenase, putative",0,0
Tb927.11.11830,"gene_product=40S ribosomal protein S17, putative",8.7934,0.99314,4235400,15.25898833,-0.00993099,Tb927.11.11830:mRNA,"40S ribosomal protein S17, putative",0,0
Tb927.11.16030,gene_product=proteasome regulatory non-ATP-ase subunit 7,22.796,0.99273,14958000,16.52075683,-0.010526704,Tb927.11.16030:mRNA,proteasome regulatory non-ATP-ase subunit 7,0,0
Tb927.6.4320,"gene_product=Protein of unknown function (DUF2817), putative",3.9217,0.99272,335170,12.72239314,-0.010541237,Tb927.6.4320:mRNA,"Protein of unknown function (DUF2817), putative",1,1
Tb927.4.1700,"gene_product=CK1/TTBK protein kinase, putative",13.48,0.99266,2165900,14.58834654,-0.010628436,Tb927.4.1700:mRNA,"CK1/TTBK protein kinase, putative",0,0
Tb927.6.1730,"gene_product=hypothetical protein, conserved",96.567,0.99249,11312000,16.24137467,-0.010875529,Tb927.6.1730:mRNA,"hypothetical protein, conserved",0,1
Tb927.11.11570,"gene_product=Translation initiation factor eIF-2B subunit epsilon, putative",4.6772,0.99242,2816500,14.85100554,-0.010977285,Tb927.11.11570:mRNA,"Translation initiation factor eIF-2B subunit epsilon, putative",0,0
Tb927.7.2500,gene_product=proteasome regulatory ATPase subunit 1,34.01,0.99194,12677000,16.35529989,-0.011675237,Tb927.7.2500:mRNA,proteasome regulatory ATPase subunit 1,0,0
Tb927.5.4260,"gene_product=histone H4, putative",12.787,0.99174,3629100,15.10449524,-0.01196615,Tb927.5.4260:mRNA,"histone H4, putative",0,0
Tb927.9.5210,"gene_product=glutaminyl-tRNA synthetase, putative",24.701,0.99165,3680300,15.11850483,-0.012097079,Tb927.9.5210:mRNA,"glutaminyl-tRNA synthetase, putative",0,0
Tb927.4.1850,"gene_product=hypothetical protein, conserved",18.396,0.99164,2576900,14.76209768,-0.012111628,Tb927.4.1850:mRNA,"hypothetical protein, conserved",0,0
Tb927.9.5860,gene_product=tryparedoxin peroxidase,18.388,0.99162,24447000,17.01201807,-0.012140725,Tb927.9.5860:mRNA,tryparedoxin peroxidase,0,0
Tb927.5.2530,gene_product=RNA cytidine acetyltransferase,5.3663,0.99153,904340,13.71496067,-0.012271671,Tb927.5.2530:mRNA,RNA cytidine acetyltransferase,0,0
Tb11.1420,gene_product=hypothetical protein,4.6504,0.99153,744650,13.52066959,-0.012271671,Tb11.1420:mRNA,hypothetical protein,0,0
Tb927.5.1100,gene_product=peroxisome targeting signal 1 receptor,38.218,0.99131,10027000,16.12079201,-0.012591811,Tb927.5.1100:mRNA,peroxisome targeting signal 1 receptor,0,0
Tb927.7.320,"gene_product=hypothetical protein, conserved",20.809,0.99084,424590,12.95887928,-0.013275984,Tb927.7.320:mRNA,RNA-binding protein 8,0,0
Tb927.7.580,"gene_product=GTP-binding protein, putative",5.4434,0.99073,585670,13.28051177,-0.013436156,Tb927.7.580:mRNA,"GTP-binding protein, putative",0,0
Tb927.10.8920,"gene_product=ras-like small GTPase, putative",17.666,0.99057,4039400,15.21160672,-0.013669166,Tb927.10.8920:mRNA,"ras-like small GTPase, putative",0,0
Tb927.6.2400,gene_product=Gamma-tubulin complex component 4,16.065,0.99007,550700,13.21894548,-0.014397565,Tb927.6.2400:mRNA,Gamma-tubulin complex component 4,0,0
Tb927.10.3380,"gene_product=60S acidic ribosomal protein P2, putative",7.8988,0.99004,3926000,15.18313165,-0.01444128,Tb927.10.3380:mRNA,"60S acidic ribosomal protein P2, putative",0,0
Tb927.10.11400,"gene_product=WD domain, G-beta repeat, putative",10.257,0.98981,667500,13.41129467,-0.014776477,Tb927.10.11400:mRNA,"WD domain, G-beta repeat, putative",0,0
Tb927.11.15910,gene_product=iron superoxide dismutase,2.8462,0.98979,537940,13.19550231,-0.014805628,Tb927.11.15910:mRNA,iron superoxide dismutase,0,0
Tb927.10.13990,"gene_product=hypothetical protein, conserved",13.884,0.98946,917450,13.72935336,-0.015286709,Tb927.10.13990:mRNA,"Pentatricopeptide repeat protein (PPR), putative",0,0
Tb927.9.2060,"gene_product=ADP-ribosylation factor family, putative",11.367,0.9892,811470,13.6066027,-0.015665855,Tb927.9.2060:mRNA,"ADP-ribosylation factor family, putative",0,0
Tb927.8.1590,"gene_product=ubiquitin-protein ligase, putative",18.812,0.98914,388440,12.869894,-0.015753365,Tb927.8.1590:mRNA,"ubiquitin-protein ligase, putative",0,0
Tb927.6.1260,"gene_product=proteasome beta-1 subunit, putative",2.4457,0.98913,284320,12.55785564,-0.01576795,Tb927.6.1260:mRNA,"proteasome beta-1 subunit, putative",0,0
Tb927.9.15470,"gene_product=kinesin, putative",9.5128,0.98894,795370,13.58656269,-0.016045101,Tb927.9.15470:mRNA,"kinesin, putative",0,0
